n_edits,order,gc_lam2,unserved_lam2,gc_vs_0edit_pct,unserved_vs_0edit_pct,edits
0,measured,1794341.9689308384,10371.641738845869,0.0,0.0,no geometry change
1,measured,1796794.12587547,10274.529067551588,0.13666051327398954,-0.9363288256530877,"through-route 033 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
2,measured,1797279.5217315143,10321.312396583575,0.16371198197109305,-0.4852591665771788,"through-route 033 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 005 and 006 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
4,measured,1790889.8349158172,10420.733831487622,-0.1923899721900879,0.4733300077063296,"through-route 033 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 005 and 006 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 001 and 021 at PICBETS, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 008 and 035 at BOASHAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
0,screen,1794341.9689308384,10371.641738845869,0.0,0.0,no geometry change
1,screen,1779597.6900923497,10473.076368876096,-0.8217095232562643,0.9779997476225599,"through-route 002 and 033 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
2,screen,1776556.3200035726,10550.055157599907,-0.9912073191858384,1.720204218834609,"through-route 002 and 033 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 005 and 021 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
4,screen,1756935.9586624664,10812.041782993165,-2.084664513011447,4.246194143959148,"through-route 002 and 033 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 005 and 021 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 007 and 101 at EMO4THW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it; through-route 008 and 035 at BOASHAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
