period,od_index,flow,route,n_same_route_patterns,n_other_routes,n_attractive_lines,own_headway_min,combined_headway_min,wait_now_min,wait_hyperpath_min,saving_min,flow_weighted_saving,saving_same_route_min,flow_weighted_saving_same_route,saving_cross_route_only_min,flow_weighted_saving_cross_route
am_peak,662,0.10305481349185328,021,1,1,2,51.42857142857143,32.72727272727273,15.857142857142858,11.181818181818182,9.350649350649352,0.9636294248588879,0.0,0.0,9.350649350649352,0.9636294248588879
am_peak,663,0.10305481349185328,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.133602948410386,0.0,0.0,11.0,1.133602948410386
am_peak,666,0.10305481349185328,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.133602948410386,0.0,0.0,11.0,1.133602948410386
am_peak,667,0.20610962698370655,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772,0.0,0.0,11.0,2.267205896820772
am_peak,690,0.4122192539674131,007,2,2,4,15.0,10.0,6.75,5.0,3.5,1.4427673888859458,0.0,0.0,3.5,1.4427673888859458
am_peak,733,0.46374666071333975,007,2,2,4,15.0,10.0,6.75,5.0,3.5,1.6231133124966892,0.0,0.0,3.5,1.6231133124966892
am_peak,771,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
am_peak,816,0.30916444047555985,001,2,2,4,15.0,6.0,6.75,3.0,7.5,2.318733303566699,0.0,0.0,7.5,2.318733303566699
am_peak,871,0.15458222023777993,002,2,1,3,15.0,7.5,6.75,3.75,6.0,0.9274933214266796,0.0,0.0,6.0,0.9274933214266796
am_peak,891,0.20610962698370655,035,1,1,2,60.0,45.0,18.0,14.25,7.5,1.5458222023777992,0.0,0.0,7.5,1.5458222023777992
am_peak,945,0.15458222023777993,021,1,1,2,51.42857142857143,32.72727272727273,15.857142857142858,11.181818181818182,9.350649350649352,1.445444137288332,0.0,0.0,9.350649350649352,1.445444137288332
am_peak,979,0.15458222023777993,006,1,1,2,14.4,9.23076923076923,6.6,4.615384615384615,3.9692307692307693,0.6135725049438034,0.0,0.0,3.9692307692307693,0.6135725049438034
am_peak,1004,0.2576370337296332,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652,0.0,0.0,11.0,2.8340073710259652
am_peak,1005,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
am_peak,1008,0.2576370337296332,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652,0.0,0.0,11.0,2.8340073710259652
am_peak,1009,0.20610962698370655,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772,0.0,0.0,11.0,2.267205896820772
am_peak,1010,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
am_peak,1011,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
am_peak,1011,0.15458222023777993,007,2,2,4,15.0,10.0,6.75,5.0,3.5,0.5410377708322297,0.0,0.0,3.5,0.5410377708322297
am_peak,1012,3.0401169980096716,102,1,1,2,30.0,10.0,10.5,5.0,11.0,33.44128697810639,0.0,0.0,11.0,33.44128697810639
am_peak,1013,0.20610962698370655,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772,0.0,0.0,11.0,2.267205896820772
am_peak,1016,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
am_peak,1017,1.1851303551563128,102,1,1,2,30.0,10.0,10.5,5.0,11.0,13.036433906719441,0.0,0.0,11.0,13.036433906719441
am_peak,1018,0.30916444047555985,102,1,1,2,30.0,10.0,10.5,5.0,11.0,3.4008088452311585,0.0,0.0,11.0,3.4008088452311585
am_peak,1019,0.4122192539674131,102,1,1,2,30.0,10.0,10.5,5.0,11.0,4.534411793641544,0.0,0.0,11.0,4.534411793641544
am_peak,1020,0.3606918472214865,102,1,1,2,30.0,10.0,10.5,5.0,11.0,3.9676103194363517,0.0,0.0,11.0,3.9676103194363517
am_peak,1021,0.4122192539674131,102,1,1,2,30.0,10.0,10.5,5.0,11.0,4.534411793641544,0.0,0.0,11.0,4.534411793641544
am_peak,1022,0.2576370337296332,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652,0.0,0.0,11.0,2.8340073710259652
am_peak,1023,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
