route_id,period,baseline_headway_min,optimized_headway_min,headway_change_min,baseline_veh_hours,optimized_veh_hours,veh_hours_change,runtime_min,direction
025,pm_peak,60.0,30.0,-30.0,7.833333333333333,15.666666666666666,7.833333333333333,78.33333333333333,more service
102,pm_peak,30.0,20.0,-10.0,17.066666666666666,25.6,8.533333333333335,85.33333333333333,more service
031,early,40.0,15.0,-25.0,5.55,14.8,9.25,55.5,more service
005,am_peak,30.0,20.0,-10.0,18.733333333333334,28.1,9.366666666666667,93.66666666666667,more service
032,am_peak,60.0,24.0,-36.0,6.266666666666667,15.666666666666666,9.399999999999999,62.666666666666664,more service
035,midday,60.0,30.0,-30.0,9.466666666666667,18.933333333333334,9.466666666666667,47.333333333333336,more service
005,pm_peak,30.0,20.0,-10.0,19.483333333333334,29.225,9.741666666666667,97.41666666666667,more service
021,midday,60.0,30.0,-30.0,12.716666666666667,25.433333333333334,12.716666666666667,63.583333333333336,more service
032,pm_peak,60.0,20.0,-40.0,6.383333333333334,19.15,12.766666666666666,63.833333333333336,more service
031,midday,30.0,20.0,-10.0,26.4,39.6,13.200000000000003,66.0,more service
025,evening,60.0,20.0,-40.0,7.983333333333333,23.95,15.966666666666665,59.875,more service
025,midday,55.38461538461539,24.0,-31.384615384615387,14.049999999999999,32.42307692307692,18.373076923076923,64.84615384615384,more service
032,midday,60.0,24.0,-36.0,12.833333333333334,32.083333333333336,19.25,64.16666666666667,more service
005,midday,30.0,20.0,-10.0,38.8,58.2,19.400000000000006,97.0,more service
032,evening,60.0,15.0,-45.0,8.166666666666666,32.666666666666664,24.5,61.25,more service
