set_key,cardinality,members,lambda,seconds,incumbent_scale,edited_baseline_vh,modelB_gc,modelB_unserved,modelB_served,modelB_gc_per_trip,modelB_veh_hours,base_gc_this_network,base_unserved_this_network,gc_vs_base_pct,unserved_vs_base_pct,served_vs_base_pct,gc_per_trip_vs_base_pct,vh_vs_budget_pct,claim_gap_unserved_pct,gc_vs_noedit_pct,unserved_vs_noedit_pct,served_vs_noedit_pct,gc_per_trip_vs_noedit_pct,sum_of_singles_unserved_pct,sum_of_singles_gc_pct,interaction_unserved_pts,interaction_gc_pts,interaction_class
splice|005|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|033|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,80.90943717956543,1.0,2515.7098362935058,1779337.6534897306,9990.20546763904,20958.794532360964,84.89694627915664,2514.0967475591588,1764787.9914706384,10596.441443502272,0.8244424876762357,-5.721127975797713,2.9786720631725494,-2.091918192705733,-0.12262061858193674,0.0,-0.33192446896311845,1.812797661858223,-0.8415593889939177,0.5139602003525701,0.4187019182199325,-0.10803707526343409,1.3940957436382906,-0.22388739369968436,substituting
splice|002|011|HIGFITN+splice|006|021|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|011|HIGFITN', 'splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,81.36085796356201,1.0,2516.135775504696,1778587.736368473,9985.010651573404,20963.9893484266,84.84013738072045,2512.5088826143765,1771140.0626751266,10552.149502925453,0.4205016785683968,-5.374628659258629,2.7805216860975257,-2.2961743809171153,-0.18570163948952167,0.0,-0.3739304345744987,1.7598559322116847,-0.8169821233723562,0.4467011573987101,0.5001942836690754,-0.32629592840567323,1.2596616485426093,-0.047634506168825475,substituting
splice|002|011|HIGFITN+splice|006|021|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|011|HIGFITN', 'splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,80.18720746040344,1.0,2516.0472170807034,1780205.5507682548,10002.690061569836,20946.309938430168,84.98898163929647,2513.004193804354,1775078.7759874298,10499.610415438054,0.28881956396402675,-4.732750399363139,2.430000914273589,-2.090384976274251,-0.16602443984264914,0.0,-0.2833099458345312,1.9400314249558903,-0.9006254227740484,0.6229257041965086,0.6044229352002661,-0.14911500681883405,1.3356084897556242,-0.13419493901569712,substituting
splice|002|034|WESHIGW+splice|005|021|NMURBEAN+splice|007|101|EMO4THW,3,"['splice|002|034|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,81.39638686180115,1.0,2514.7530350266334,1779005.5051412678,10005.420434136971,20943.57956586303,84.9427625085139,2513.2393371523913,1762704.9150319123,10677.269326323521,0.9247486615796108,-6.292328793563229,3.3142157569159503,-2.3128154028274506,-0.15668291334661744,0.0,-0.3505294743802567,1.967857366135961,-0.9135431259189697,0.5682044441796874,0.5999245015089194,-0.224349765251608,1.3679328646270417,-0.12617970912864873,substituting
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,78.72056198120117,1.0,2516.046400292017,1780030.6204973054,10009.990978531789,20939.009021468213,85.01026092840817,2514.8229084928053,1771366.9723908955,10529.425439423456,0.4890939168136432,-4.93317003743472,2.5438064801532434,-2.0037412632398,-0.09377246421707897,0.0,-0.29310851521986425,2.0144369798567707,-0.9351668912664368,0.6481193738466784,,,,,
splice|002|033|WESHIGW+splice|007|101|EMO4THW+splice|008|035|BOASHAN,3,"['splice|002|033|WESHIGW', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,79.51127338409424,1.0,2516.962894258657,1771724.3978343983,10119.880830109527,20829.119169890477,85.0599770150393,2515.065274486552,1771464.8711631706,10588.505869370536,0.01465039896937359,-4.4257900504792165,2.301638831820041,-2.2355345026391915,-0.08414400408318645,0.0,-0.7583744674805715,3.1343532078079717,-1.4550682770354872,0.7069808638292097,,,,,
splice|002|011|HIGFITN+splice|005|021|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|011|HIGFITN', 'splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,81.01465368270874,1.0,2514.2013066016016,1779928.9974677372,10031.161019351417,20917.838980648587,85.09143794033298,2514.3677882007205,1768270.7564570303,10648.756113228119,0.6593018047793553,-5.799692351950025,3.042303813301195,-2.3126443415313114,-0.11185300233512718,0.0,-0.2988008422308952,2.2301864045751962,-1.0353247620878858,0.7442291080998364,0.9734002042080636,-0.15574431000058286,1.2567862003671326,-0.14305653223031234,substituting
splice|002|033|WESHIGW+splice|005|021|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|002|033|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,80.94406604766846,1.0,2515.9159292852905,1772637.7833457189,10141.312273649908,20807.687726350094,85.19148339106009,2514.218556132761,1769588.7727493136,10634.453550791564,0.17230051655832135,-4.637203733942208,2.42752787208238,-2.201778567125534,-0.11778153626363919,0.0,-0.7072119599302429,3.3527666560444924,-1.5564628738585995,0.8626781795133542,,,,,
splice|001|021|PICBETS+splice|002|033|WESHIGW+splice|005|006|NMURBEAN+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|033|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,71.77762007713318,1.0,2515.607732927488,1773502.46626247,10131.398964488193,20817.601035511812,85.1924514855065,2513.4290638812954,1774441.7675207553,10546.954098954064,-0.05293502866524635,-3.9400487625814273,2.036830700614045,-2.0480504097690866,-0.14914565031171056,0.0,-0.6587774865248641,3.2517375287547168,-1.5095618807574374,0.8638243574493387,,,,,
splice|002|033|WESHIGW+splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,4,"['splice|002|033|WESHIGW', 'splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,72.84925699234009,1.0,2516.9003981883843,1768458.22410883,10131.11288414638,20817.887115853628,84.94897749551541,2513.203110053526,1771111.5475389897,10570.423900618378,-0.14981119816233068,-4.156039725580907,2.1557493238466785,-2.2569072590325923,-0.1581221052555093,0.0,-0.9413263928439108,3.2488220091439812,-1.5082084021239228,0.5755626941933212,,,,,
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,72.109210729599,1.0,2515.096400292017,1781633.8236542067,10011.453601641726,20937.546398358278,85.0927701726266,2515.4209365845086,1770394.4022578555,10555.95320640484,0.6348540970315453,-5.158222986747784,2.670025770421547,-1.9822452153083092,-0.07001463602140934,0.0,-0.20330646274250297,2.029342954636748,-0.9420867275460876,0.7458064079864268,,,,,
splice|002|033|WESHIGW+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|002|033|WESHIGW', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,80.7172863483429,1.0,2516.012894258657,1772462.9113221774,10126.985385676904,20822.0146143231,85.12446774016435,2514.787265574119,1770222.8513298682,10613.471096984891,0.12654112958865316,-4.583662657226151,2.392294361401426,-2.212816155691988,-0.09518844843301455,0.0,-0.7170072666368821,3.206757592362619,-1.4886807374376199,0.7833348254569605,,,,,
splice|002|033|WESHIGW+splice|005|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|034|WESHIGW,4,"['splice|002|033|WESHIGW', 'splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,78.31322717666626,1.0,2514.9659292852903,1772923.2492356093,10153.84782253061,20795.152177469394,85.25656528527314,2514.0337166929576,1768225.2549960362,10662.899204951185,0.26568980543055787,-4.7740428999291655,2.509360411660877,-2.1887470541422704,-0.12512464224070374,0.0,-0.6912218324694241,3.4805197143680022,-1.6157699813019177,0.9397320573193424,,,,,
splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,80.3557858467102,1.0,2515.599818194457,1781781.5194643624,10012.569639583246,20936.430360416758,85.10436061885072,2515.136178795323,1774265.2322231974,10558.685755252402,0.4236281647556739,-5.1721978315103385,2.678311423326063,-2.1958709948731947,-0.08132719261650934,0.0,-0.1950334083655858,2.0407167892882105,-0.9473668299762594,0.7595289469178645,-0.2830633258164905,0.077450586451,2.323780115104701,-0.2724839948165858,substituting
splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,80.38962912559509,1.0,2515.5112597704647,1784531.869837002,10025.549359088054,20923.450640911946,85.28860274832867,2513.746880380553,1778304.5416755932,10501.022587106883,0.3501834480803323,-4.527875490931843,2.3252824395190608,-1.9302160173426786,-0.1365197722102196,0.0,-0.04097488656708004,2.1729965066505263,-1.0087753591585202,0.9776628949715427,-0.17883467428529976,0.2546315080378392,2.351831180935826,-0.2956063946049192,substituting
splice|001|021|PICBETS+splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|033|034|WESHIGW,4,"['splice|001|021|PICBETS', 'splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,76.58676075935364,1.0,2515.401443577133,1777705.1049746843,10066.828384666538,20882.17161533346,85.1302794422656,2514.90449303954,1779167.2081162976,10507.522904631438,-0.08217907428506033,-4.194085741851239,2.1558839310332756,-2.1908312269406482,-0.09053135954050218,0.0,-0.42337027655707793,2.5936818561675734,-1.2040711239022617,0.7902156052647547,,,,,
splice|002|011|HIGFITN+splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,77.35004687309265,1.0,2516.694108838029,1777731.4007352116,10023.357601037496,20925.642398962507,84.95468702185943,2515.2856618371784,1776115.3204628127,10520.659368512459,0.0909896026333401,-4.726906841631518,2.4343718192579855,-2.2876913042035096,-0.07538868826221234,0.0,-0.42189734204055584,2.150659726926807,-0.9984059025490377,0.5823225027477896,0.015464281957178194,-0.20855288543253359,2.1351954449696287,-0.21334445660802226,substituting
splice|002|011|HIGFITN+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,84.22379660606384,1.0,2515.806604908302,1780530.3815975382,10028.770254621004,20920.229745378998,85.11046022287752,2515.9735531795795,1775095.5223373594,10568.042223237771,0.3061727772837086,-5.102855923786698,2.64595989316867,-2.2794731700304216,-0.04806086778557095,0.0,-0.26511482499036454,2.2058214957108913,-1.024013782242672,0.7667505889586979,0.2461597878977928,-0.11417911160153116,1.9596617078130985,-0.15093571338883338,substituting
splice|002|011|HIGFITN+splice|005|021|NMURBEAN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,4,"['splice|002|011|HIGFITN', 'splice|005|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,77.55866742134094,1.0,2514.759639934935,1780260.3553702107,10060.2409620733,20888.759037926706,85.22575956464807,2514.486351605041,1773200.12985724,10616.701787799426,0.39816292555421295,-5.241371914256865,2.7368319110734562,-2.276368603173917,-0.10714284067346869,0.0,-0.28024011296921003,2.5265477090500754,-1.1729052784151373,0.9032595443190461,0.48867020249616644,-0.03800126702744322,2.037877506553909,-0.2422388459417668,substituting
splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|008|035|BOASHAN+splice|011|033|WESHIGW,4,"['splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,78.33629083633423,1.0,2515.644789462369,1781384.1878798646,10028.841232038021,20920.158767961984,85.15156159368884,2514.486536439606,1768327.4581411358,10544.165919481226,0.7383660576335771,-4.88729683673792,2.5255029539064333,-1.7431144883788718,-0.10713549776115716,0.0,-0.2172895969517863,2.2065448451375813,-1.0243495844749484,0.8154126637561099,-0.1965501729584096,0.1716912819036298,2.403095018095991,-0.3889808788554161,substituting
splice|001|021|PICBETS+splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|007|101|EMO4THW,4,"['splice|001|021|PICBETS', 'splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,80.6482343673706,1.0,2515.0229469115056,1780077.0541522147,10049.622911408796,20899.377088591205,85.17368946483786,2515.165887493913,1769828.7650448293,10566.930299360325,0.579055404104345,-4.895531372841965,2.5380513144614314,-1.9105062805897077,-0.08014695682688755,0.0,-0.29050757378775716,2.4183363767235955,-1.122670073112908,0.8416110143148803,,,,,
splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN,4,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,89.63578772544861,1.0,2514.669593103798,1781808.9134852474,10064.088699387145,20884.91130061286,85.31560837574449,2514.2200382595593,1771011.4965544716,10603.101198980163,0.6096751461965422,-5.083536311478964,2.6492439821140135,-1.986930206980253,-0.11772265589610198,0.0,-0.19349895573523845,2.5657610067004066,-1.1911093612564705,1.0096362777400447,0.45847597808030827,-0.006923130899039176,2.1072850286200984,-0.18657582483619928,substituting
splice|002|033|WESHIGW+splice|005|006|NMURBEAN+splice|007|101|EMO4THW+splice|008|035|BOASHAN,4,"['splice|002|033|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,91.16740107536316,1.0,2516.384215787487,1773116.2586149578,10181.98038841896,20767.019611581043,85.38135427127698,2513.9811168162614,1772284.8161169272,10587.840082834997,0.046913593710762314,-3.8332624146261485,1.9933034074050449,-1.9083505962342984,-0.1272142745690097,0.0,-0.6804105773030034,3.7672260536698143,-1.7488683500830104,1.0874763016339495,,,,,
splice|002|034|WESHIGW+splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|033|WESHIGW,4,"['splice|002|034|WESHIGW', 'splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,80.84802675247192,1.0,2516.7390801059405,1780476.4210748433,10017.40410276139,20931.59589723861,85.0616660963597,2514.2920596110935,1770476.4793763875,10512.541779691084,0.5648164104375963,-4.7099710736583145,2.422815497636699,-1.8140480499112766,-0.11486146773470596,0.0,-0.2681373774784279,2.089986068379046,-0.9702392251035752,0.7089806560485412,0.10197743481525912,-0.11431218997990378,1.988008633563787,-0.15382518749852414,substituting
splice|002|034|WESHIGW+splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|033|WESHIGW,4,"['splice|002|034|WESHIGW', 'splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|033|WESHIGW']",2.0,84.61316561698914,1.0,2515.940134600206,1779830.6086594788,10025.768411669751,20923.231588330254,85.06480469547368,2512.3361003833907,1765675.9520866193,10613.334387613431,0.80165653024451,-5.5361110324519185,2.8893373206618556,-2.029054559765453,-0.1925657494134092,0.0,-0.3043120071037686,2.1752289288214044,-1.0098117218357183,0.7126966086269837,0.22844428922468296,-0.19711933773574053,1.9467846395967214,-0.10719266936802807,substituting
