set_key,cardinality,members,lambda,seconds,incumbent_scale,edited_baseline_vh,modelB_gc,modelB_unserved,modelB_served,modelB_gc_per_trip,modelB_veh_hours,base_gc_this_network,base_unserved_this_network,gc_vs_base_pct,unserved_vs_base_pct,served_vs_base_pct,gc_per_trip_vs_base_pct,vh_vs_budget_pct,claim_gap_unserved_pct,gc_vs_noedit_pct,unserved_vs_noedit_pct,served_vs_noedit_pct,gc_per_trip_vs_noedit_pct,sum_of_singles_unserved_pct,sum_of_singles_gc_pct,interaction_unserved_pts,interaction_gc_pts,interaction_class
<none>,0,[],2.0,37.24181866645813,1.0,2517.1833333333334,1785263.3794816681,9812.327818373697,21136.672181626305,84.46284089288012,2507.763673330894,1770600.9012074382,10423.684219641913,0.8281074670317246,-5.865070241826819,2.978548090613331,-2.0882413507028352,-0.37421430047231974,0.0,0.0,0.0,0.0,0.0,,,,,
splice|011|034|WESHIGW,1,['splice|011|034|WESHIGW'],2.0,90.18874645233154,1.0,2516.233333333333,1787084.1295641689,9754.969670750388,21194.030329249614,84.32016477290007,2514.3822760235607,1769598.2317266962,10455.657047166675,0.988128125580845,-6.701514531850128,3.4190974992658107,-2.350600065623487,-0.11127744541608031,0.0,0.1019877572926653,-0.5845518890625012,0.2713679198429686,-0.16892176307566897,-0.5845518890625012,0.1019877572926653,0.0,0.0,
splice|011|033|WESHIGW,1,['splice|011|033|WESHIGW'],2.0,83.67547750473022,1.000090852748455,2517.412026357532,1783946.343386127,9789.445622069155,21159.55437793085,84.30925866977428,2513.278362997813,1767610.9832195432,10456.83145916881,0.9241490532509777,-6.382295054726872,3.256784833532289,-2.2590629604068324,-0.15513253579148012,0.0,-0.07377264949688378,-0.23319844921705357,0.1082582731468662,-0.18183407221717962,-0.23319844921705357,-0.07377264949688378,0.0,0.0,
splice|008|035|BOASHAN,1,['splice|008|035|BOASHAN'],2.0,89.41451573371887,1.0,2516.8114415760074,1785859.1098319974,9837.526788972158,21111.473211027842,84.59187532678352,2513.6204685926245,1772007.040795631,10444.036492290797,0.7817163655369441,-5.807234623953406,2.9578677528034225,-2.113632920692665,-0.14154172616385186,0.0,0.033369325623100465,0.2568093021849016,-0.11921919582198459,0.15277065338952234,0.2568093021849016,0.033369325623100465,0.0,0.0,
splice|006|021|NMURBEAN,1,['splice|006|021|NMURBEAN'],2.0,91.21661424636841,1.000204836956281,2517.6989455057346,1784174.2894079576,9814.890189667009,21134.109810332997,84.4215491175138,2514.556743369353,1773266.1995563766,10392.78979024195,0.6151411364131221,-5.560582021177273,2.8113139274116516,-2.13611975871556,-0.10434639103151788,0.0,-0.06100444820790196,0.026113796244287002,-0.012122870011377351,-0.048887504765182666,0.026113796244287002,-0.06100444820790196,0.0,0.0,
splice|002|034|WESHIGW,1,['splice|002|034|WESHIGW'],2.0,97.39484524726868,1.0,2516.366666666667,1785033.001634596,9817.455032991307,21131.544967008696,84.47243230068845,2514.1746912472513,1769479.3281653763,10490.965642673134,0.8789971841799193,-6.419910546101216,3.292156997676643,-2.3362468977688122,-0.11952415409083317,0.0,-0.012904417898218501,0.052252785603124074,-0.024257435482510914,0.011355772203414105,0.052252785603124074,-0.012904417898218501,0.0,0.0,
splice|007|101|EMO4THW,1,['splice|007|101|EMO4THW'],2.0,92.89069032669067,1.0,2516.9,1782695.9637234793,9827.299532003246,21121.700467996758,84.40115730381605,2513.7307341194182,1768145.648349027,10495.347085963467,0.82291384694686,-6.365178287945062,3.2661527834070503,-2.365962971027602,-0.13716121381366353,0.0,-0.14381159596373871,0.15258065065371085,-0.07083287993917553,-0.07303044559240357,0.15258065065371085,-0.14381159596373871,0.0,0.0,
splice|001|021|PICBETS+splice|033|034|WESHIGW,2,"['splice|001|021|PICBETS', 'splice|033|034|WESHIGW']",2.0,82.36617422103882,1.0000304409224634,2517.2599587160094,1782677.1555203376,9881.730749878348,21067.26925012166,84.61833066048857,2515.443869149029,1776873.4248894132,10410.262375031056,0.3266260021467682,-5.07702501735583,2.5733403620199935,-2.190349219342691,-0.06910359532695809,0.0,-0.144865121362725,0.7073034328785255,-0.32835316225879874,0.1840925144888761,,,,,
splice|005|021|NMURBEAN+splice|033|034|WESHIGW,2,"['splice|005|021|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,89.70044159889221,1.0,2516.4113683599667,1784621.9815658964,9878.2456714759,21070.754328524104,84.69663466912529,2512.492902856298,1771216.6645666938,10511.86325640233,0.7568423032245031,-6.0276429541691545,3.100324633904128,-2.2730115923505156,-0.18633646643545498,0.0,-0.035927355209508516,0.6717860870768089,-0.3118648599730989,0.27680074903195795,-0.08963893645981269,0.05010929158348887,0.7614250235366216,-0.08603664679299738,substituting
splice|002|011|HIGFITN+splice|033|034|WESHIGW,2,"['splice|002|011|HIGFITN', 'splice|033|034|WESHIGW']",2.0,95.05960273742676,1.0,2516.461829998961,1782422.4510175022,9880.461285774038,21068.538714225964,84.60114273677506,2514.4467686448675,1776018.872353478,10479.679091269953,0.3605580303062128,-5.717902239917738,2.9273946515751437,-2.493832307674826,-0.10871535069486571,0.0,-0.15913217605968422,0.6943659920611411,-0.32234718320307554,0.16374282753564007,-0.16323016494081966,-0.003736841260892909,0.8575961570019608,-0.1553953347987913,substituting
splice|005|006|NMURBEAN+splice|011|034|WESHIGW,2,"['splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,84.9233283996582,1.0,2515.6546548621627,1789015.6205081292,9805.843754724363,21143.15624527564,84.6144066550082,2515.021057945306,1770100.2352254735,10457.716448251318,1.0686053199832735,-6.2334133532178315,3.1812194286449547,-2.047479299391952,-0.08590059211793788,0.0,0.21017856914482547,-0.0660807890783266,0.030676842568300167,0.17944667800162684,-0.8569657005918829,0.3269867809682969,0.7908849115135563,-0.11680821182347145,substituting
splice|008|035|BOASHAN+splice|011|034|WESHIGW,2,"['splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,86.87980937957764,1.0,2515.8614415760076,1787169.690129033,9841.956453121567,21107.043546878434,84.67172042165713,2514.2589279133563,1771028.3555483632,10470.08665494271,0.9114102848834404,-5.999283697662761,3.067204744888219,-2.0916395912170094,-0.11617768881794222,0.0,0.10678035909292838,0.301953168466218,-0.14017644070586366,0.24730346098815748,-0.3277425868775996,0.13535708291576576,0.6296957553438176,-0.02857672382283738,substituting
splice|006|021|NMURBEAN+splice|011|034|WESHIGW,2,"['splice|006|021|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,82.51136612892151,1.0,2516.748945505735,1784280.6267857237,9829.194668787797,21119.805331212203,84.48376293264405,2513.756950438249,1772186.2539631713,10425.77697680791,0.682454950516953,-5.722185591991924,2.9068646154941202,-2.1615755890421418,-0.13611971959733848,0.0,-0.05504805101809174,0.17189448545040786,-0.07979898760394066,0.024770703356358226,-0.5584380928182142,0.04098330908476333,0.7303325782686221,-0.09603136010285507,substituting
splice|007|101|EMO4THW+splice|011|034|WESHIGW,2,"['splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,84.95575523376465,1.0,2515.95,1783217.2386173804,9836.581534780975,21112.418465219027,84.46295442443433,2514.342281273373,1767100.0541832962,10525.32896971275,0.9120697153468749,-6.543714091157494,3.3722998862956377,-2.379970430816458,-0.11286631459609398,0.0,-0.11461282899791758,0.24717596941536968,-0.11474709073816536,0.00013441597868091293,-0.43197123840879037,-0.04182383867107342,0.67914720782416,-0.07278899032684416,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN,2,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN']",2.0,86.18918251991272,1.0,2516.1229469115056,1785728.3388834747,9892.781168075246,21056.218831924758,84.80764533924824,2515.005061381543,1773817.3351784756,10425.519685919991,0.6714898692655291,-5.109946879331362,2.5957513525581843,-1.8755761889984623,-0.08653608670234902,0.0,0.02604430288273285,0.8199211358481007,-0.38063394753069524,0.4082321204485817,,,,,
splice|002|011|HIGFITN+splice|005|006|NMURBEAN,2,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN']",2.0,92.91264224052429,1.0,2515.324818194457,1784797.8093963442,9903.066980646872,21045.93301935313,84.80487929687433,2515.8168472369453,1771895.4670748012,10516.301285827198,0.7281661114491911,-5.831273643774171,3.0012398937540485,-2.2068411842901425,-0.054286315910834215,0.0,-0.0260785097972005,0.9247465428464885,-0.4292972966295605,0.40495725739084776,0.04908602524169581,0.10351913944159907,0.8756605176047927,-0.12959764923879957,substituting
splice|002|033|WESHIGW+splice|005|006|NMURBEAN,2,"['splice|002|033|WESHIGW', 'splice|005|006|NMURBEAN']",2.0,88.25359153747559,1.0,2517.0394408781453,1776101.9254469757,10015.107631376623,20933.892368623376,84.84336759603647,2516.1684240219283,1773070.4209361891,10498.319912176683,0.1709748510262843,-4.6027582017156625,2.3628176604638673,-2.1412489999131368,-0.04031924484662053,0.0,-0.5131710054654404,2.0665821276702356,-0.9593743578007574,0.45052557921767544,,,,,
splice|001|021|PICBETS+splice|011|033|WESHIGW,2,"['splice|001|021|PICBETS', 'splice|011|033|WESHIGW']",2.0,82.70139670372009,1.0,2516.9303184068744,1777890.19436624,9916.985165664895,21032.014834335107,84.53256658338816,2516.0873061954558,1768868.0349289156,10472.069840052463,0.5100527150227352,-5.300620439567149,2.7107807178700316,-2.1426455796225707,-0.043541808153724215,0.0,-0.4130026527272901,1.0665904077850508,-0.4951458128880648,0.08255191249897376,,,,,
splice|005|021|NMURBEAN+splice|011|033|WESHIGW,2,"['splice|005|021|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,83.21133017539978,1.0,2516.0817280508318,1780900.7722123081,9898.012528882356,21050.987471117645,84.59939348003213,2514.967768897915,1763263.3241457802,10574.065746303691,1.0002730633028145,-6.393503063451811,3.3180633076088872,-2.2433543275054646,-0.08801760309148365,0.0,-0.24436771176176153,0.8732353025162398,-0.40538411048047784,0.16167179046842062,0.1618926160350309,-0.14140640088653456,0.7113426864812089,-0.10296131087522697,substituting
splice|002|034|WESHIGW+splice|011|033|WESHIGW,2,"['splice|002|034|WESHIGW', 'splice|011|033|WESHIGW']",2.0,84.03682470321655,1.0,2516.5953596908653,1784819.662722121,9846.084271330592,21102.91572866941,84.57692224479437,2513.0587232250386,1766484.8675397616,10527.577554871534,1.0379254031139817,-6.473410240759403,3.33714894431123,-2.224972882149412,-0.16385815262938142,0.0,-0.024854414460451224,0.3440208437969883,-0.15970561811635697,0.1350669131043425,-0.1809456636139295,-0.08667706739510228,0.5249665074109178,0.06182265293465106,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN,2,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN']",2.0,82.41701316833496,1.0,2516.3297336253504,1782844.5031410141,9940.402913923052,21008.597086076952,84.86261580610541,2514.731613835039,1773889.6854978865,10456.098955881305,0.5048125436624362,-4.932011873014908,2.516461875495457,-1.9622695663025658,-0.09739932192575074,0.0,-0.13549128764162033,1.3052468070780643,-0.6059378432366813,0.47331454755623614,,,,,
splice|001|021|PICBETS+splice|002|034|WESHIGW,2,"['splice|001|021|PICBETS', 'splice|002|034|WESHIGW']",2.0,86.71668553352356,1.0,2515.8849587160094,1781466.0274391156,9921.965181878579,21027.034818121425,84.72264600540922,2514.7975436028973,1770826.5793812387,10504.039835500576,0.600818181845586,-5.541436083046413,2.847032466381161,-2.184034123949874,-0.09478013376469363,0.0,-0.21270542409574933,1.1173430559421993,-0.5187068359804758,0.3075969382306143,,,,,
splice|001|021|PICBETS+splice|007|101|EMO4THW,2,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW']",2.0,80.53899192810059,1.0,2516.4182920493427,1779440.7300354657,9935.857743192704,21013.1422568073,84.68227684790969,2512.72567586025,1769769.3569703915,10506.215196926838,0.5464764675115807,-5.4287623377538345,2.790018381685422,-2.182645697992791,-0.1770891064649116,0.0,-0.3261507244882278,1.2589257830103895,-0.584434123581612,0.25980176928677157,,,,,
splice|006|021|NMURBEAN+splice|008|035|BOASHAN,2,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,84.57224488258362,1.0000570957280592,2517.3270537484086,1783825.1362375438,9903.713307752285,21045.286692247715,84.76126566119136,2512.986997070564,1774723.8217055253,10412.23875354448,0.5128299074315779,-4.8839203347991305,2.4761715817286367,-1.915900685976757,-0.16670761351389451,0.0,-0.08056196417034478,0.9313334314765553,-0.43235514367313543,0.3533207800690885,0.2829230984291886,-0.027635122584801497,0.6484103330473667,-0.05292684158554328,substituting
splice|002|034|WESHIGW+splice|008|035|BOASHAN,2,"['splice|002|034|WESHIGW', 'splice|008|035|BOASHAN']",2.0,87.96228289604187,1.0,2515.994774909341,1784124.059011466,9912.547608344754,21036.452391655253,84.81107107770667,2514.302625240107,1770971.8010810774,10506.954810751282,0.742657670910396,-5.657273806853135,2.907767774230119,-2.1039326283607274,-0.11444172758811044,0.0,-0.06381806086969144,1.0213661001357455,-0.47415122451570646,0.41228803240018763,0.3090620877880257,0.020464907724881964,0.7123040123477198,-0.0842829685945734,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN,2,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN']",2.0,84.47557020187378,1.0,2516.528108242674,1782870.1648159344,9908.416395977136,21040.58360402287,84.73482477335168,2513.2575310483153,1769520.1391308608,10515.984522285062,0.7544432747530472,-5.77756771151946,2.9734628595107004,-2.154943150532984,-0.15596012547165472,0.0,-0.1340538708875849,0.9792638340467175,-0.45460598895488147,0.32201602218955294,0.40938995283861246,-0.11044227034063825,0.569873881208105,-0.023611600546946665,substituting
splice|002|034|WESHIGW+splice|005|021|NMURBEAN,2,"['splice|002|034|WESHIGW', 'splice|005|021|NMURBEAN']",2.0,92.97006130218506,1.0,2515.0363683599667,1782404.6617011286,9923.509144874575,21025.490855125427,84.77351011601368,2514.5647875407,1765068.5502058982,10607.947298280136,0.9821778022846894,-6.452126261190316,3.364811858275618,-2.305072696555366,-0.10402682069112767,0.0,-0.1601286293885451,1.133077986781994,-0.5260115005120136,0.36781763418016755,0.44734385085520856,-0.08053816928786928,0.6857341359267854,-0.07959046010067583,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW,2,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,80.33825588226318,1.0,2515.5697016933,1780651.9242768625,9927.30328922279,21021.696710777214,84.70543309494013,2513.6378267426203,1763754.8750255872,10611.808746942435,0.9580157362303776,-6.450412686874629,3.3657816814636865,-2.329364617638352,-0.14085213992014456,0.0,-0.25830671584965437,1.1717451044980454,-0.5439620289377278,0.2872176681431693,0.5476717159057953,-0.2114453473533895,0.62407338859225,-0.04686136849626488,substituting
splice|002|034|WESHIGW+splice|006|021|NMURBEAN,2,"['splice|002|034|WESHIGW', 'splice|006|021|NMURBEAN']",2.0,87.40021634101868,1.0,2516.882278839068,1782262.3309699513,9894.58739452015,21054.41260547985,84.65029941068413,2512.735990448332,1771991.9250468912,10458.402505112243,0.5795966549220211,-5.391025161983309,2.7515796488255306,-2.113819564941688,-0.17667933940720415,0.0,-0.16810116345903348,0.8383288621118146,-0.38917941026668235,0.22194199937195513,0.07836658184741108,-0.07390886610612046,0.7599622802644035,-0.09419229735291301,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW,2,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW']",2.0,88.14342498779297,1.0100932000559322,2517.4156121724013,1780742.8254300342,9894.549953886055,21054.45004611395,84.57797859976439,2513.472922719745,1770727.5160154225,10465.825483008424,0.5656042120556481,-5.4584851433826405,2.7889989837682316,-2.1630668589969315,-0.14740327271574039,0.0,-0.2532149655669502,0.8379472948141453,-0.38900227436856616,0.13631758731664778,0.17869444689799785,-0.20481604417164068,0.6592528479161475,-0.048398921395309547,substituting
splice|002|034|WESHIGW+splice|007|101|EMO4THW,2,"['splice|002|034|WESHIGW', 'splice|007|101|EMO4THW']",2.0,85.66063833236694,1.0,2516.0833333333335,1781970.9693713228,9897.517319472143,21051.48268052786,84.64824052605117,2512.706923652825,1767109.955450325,10560.673438473137,0.8409784504445517,-6.279487031433795,3.252626531166025,-2.335677223662236,-0.17783407434930343,0.0,-0.18442153399803596,0.8681884938549267,-0.40304121843975915,0.2195043775595762,0.20483343625683492,-0.15671601386195722,0.6633550575980918,-0.027705520136078743,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,74.20493292808533,1.0,2516.681280244839,1784487.1125138698,9931.66189924954,21017.33810075046,84.90547680013539,2514.6100118157397,1778466.2840001525,10402.431920173613,0.3385404923266222,-4.525576562641087,2.2912343272855296,-1.908955198166029,-0.10223019847290793,0.0,-0.04348192970965448,1.216164839625411,-0.5645831086862341,0.5240599328367734,,,,,
splice|002|011|HIGFITN+splice|005|006|NMURBEAN+splice|033|034|WESHIGW,3,"['splice|002|011|HIGFITN', 'splice|005|006|NMURBEAN', 'splice|033|034|WESHIGW']",2.0,76.11007618904114,1.0,2515.8831515277902,1784470.668994372,9940.957187821281,21008.042812178723,84.94226163514308,2513.8801598196783,1776745.177932547,10487.856911356272,0.4348114269720149,-5.214599399642905,2.672869844884307,-2.1797953259643843,-0.13122498746569455,0.0,-0.04440299937851222,1.3108955573897907,-0.6085601760876913,0.5676114338505123,-0.43564397647020137,0.22126218241473872,1.746539533859992,-0.26566518179325094,substituting
splice|001|021|PICBETS+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,77.73252320289612,1.0,2516.888066958684,1782351.838274668,9974.114487965217,20974.885512034787,84.97552166623296,2513.968039921574,1778470.9707892141,10430.649416094035,0.21821370993373446,-4.3768600584389805,2.225007932591372,-1.9631147634451174,-0.12773377962508325,0.0,-0.1630874884044009,1.648810278113344,-0.7654311341033004,0.6069897341045571,,,,,
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,80.70257377624512,1.0,2516.976625382676,1778576.5710853199,9968.568175564747,20980.431824435254,84.77311553777778,2514.8697085199874,1774393.4085458417,10482.760691335114,0.23575169516134586,-4.9051250039065515,2.5123937427657728,-2.220845660201043,-0.09191324218257302,0.0,-0.37455584835273115,1.5922863573563983,-0.7391908993453877,0.36735047225224804,,,,,
splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,77.89750719070435,1.0102816935407535,2517.885387081742,1783753.6431492723,9932.89975794539,21016.100242054617,84.87557741944256,2513.7730603827767,1779888.5466512332,10378.02379758121,0.2171538496222647,-4.289102128861611,2.1638449981945085,-1.9054599487779988,-0.13547972074170467,0.0,-0.08456658831114128,1.228780181456246,-0.5704395589599898,0.4886604833549191,-0.20180690328270856,0.09010792038833815,1.4305870847389546,-0.17467450869947942,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|033|034|WESHIGW,3,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|033|034|WESHIGW']",2.0,81.06936192512512,1.0,2517.0864415760075,1783436.347239584,9939.066144747867,21009.933855252133,84.88538610004974,2513.2616574010144,1774509.399729043,10484.325995039346,0.5030656649045673,-5.200714385926841,2.6643954854072005,-2.105237955460282,-0.15579619809120704,0.0,-0.10233964708414867,1.29162344267435,-0.599613436235924,0.500273496253234,-0.07534004887328472,0.0073007726325013955,1.3669634915476347,-0.10964041971665006,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,76.38868308067322,1.0,2516.1280350266334,1781585.9956384255,9950.601036174472,20998.398963825533,84.84389684697429,2514.9800296364556,1768734.085056674,10582.86445246903,0.726616323523821,-5.974407204535703,3.104483984303097,-2.306269881668077,-0.087530521424517,0.0,-0.2059855081052664,1.4091785390807798,-0.6541863194574726,0.4511521872410551,0.06294171419389816,-0.09370230438024985,1.3462368248868817,-0.11228320372501654,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|033|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|033|034|WESHIGW']",2.0,70.9804048538208,1.0003140860508377,2517.9739455057347,1780618.256307152,9926.108316333075,21022.891683666934,84.69901681939153,2513.8894391784934,1775808.7630277604,10434.45118093123,0.27083396475595656,-4.871773855506101,2.4779626843445035,-2.1537593661839605,-0.13085634690255254,0.0,-0.260192598352893,1.1595668231377587,-0.5383084762902168,0.27962110203105794,-0.3060355548138993,-0.08707300119850103,1.465602377951658,-0.17311959715439196,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,72.77877449989319,1.0,2515.1729469115057,1785279.5076923668,9916.40806646298,21032.59193353702,84.88157395597506,2514.209531840418,1772794.6782364878,10462.133751348136,0.7042456528749463,-5.216198701482233,2.663783119690466,-1.9086939982826845,-0.11814004381545118,0.0,0.0009034079163861009,1.0607090388316642,-0.49241549092936543,0.4957600983679811,,,,,
splice|002|033|WESHIGW+splice|005|006|NMURBEAN+splice|011|034|WESHIGW,3,"['splice|002|033|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|011|034|WESHIGW']",2.0,73.98961091041565,1.0,2516.0894408781455,1776238.1760070655,10035.780266140211,20913.21973385979,84.93374997304822,2512.3763803466736,1771830.714789279,10533.21339440476,0.24875182380561522,-4.722520181056855,2.4365121847826243,-2.1357232048574204,-0.190965549588884,0.0,-0.5055390469737353,2.2772623571350348,-1.0571789440002588,0.5575340293908937,,,,,
splice|001|021|PICBETS+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,86.31824398040771,1.0,2515.37973362535,1783438.7048066824,9951.812104823872,20997.187895176132,84.93702650612597,2514.579841851187,1772883.9299736428,10484.685108484062,0.595344943602516,-5.082393969362009,2.6039132337682513,-1.9575942348217246,-0.10342875894933101,0.0,-0.10220758998122914,1.421520856539149,-0.659916022974627,0.5614132892442392,,,,,
splice|001|021|PICBETS+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,79.10740065574646,1.0,2515.468292049343,1781470.684236437,9927.03969304174,21021.960306958263,84.74331880679894,2514.562979841493,1768738.2374576554,10538.653348629803,0.7198604354866633,-5.803527598405955,2.9965863198457843,-2.2104867410741136,-0.10409863505533856,0.0,-0.21244457758003987,1.169058726852179,-0.5427149254259578,0.33207255516605194,,,,,
splice|006|021|NMURBEAN+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,82.65950679779053,1.0,2516.377053748409,1784291.2026749072,9914.792109628335,21034.20789037167,84.82806730704891,2513.9553379590193,1773651.1792100032,10439.469328006811,0.5998938004057264,-5.025899323932892,2.5582117249272507,-1.909469648099904,-0.1282383897735162,0.0,-0.054455651638540825,1.0442403999464167,-0.4847702153591982,0.43241076230431386,-0.3016287906333126,0.0743526347078638,1.3458691905797293,-0.12880828634640462,substituting
splice|007|101|EMO4THW+splice|008|035|BOASHAN+splice|011|034|WESHIGW,3,"['splice|007|101|EMO4THW', 'splice|008|035|BOASHAN', 'splice|011|034|WESHIGW']",2.0,77.4409384727478,1.0,2515.5781082426743,1783705.9231722092,9914.387486570013,21034.612513429987,84.79861095769485,2514.5364218873656,1768526.876170357,10540.222913927395,0.8582876068426781,-5.937591951024402,3.066501362222551,-2.142513548237357,-0.10515370139777547,0.0,-0.08723958197759396,1.0401167804973577,-0.4828558976518349,0.3975358409274543,-0.17516193622388876,-0.008454513047972956,1.2152787167212464,-0.078785068929621,substituting
splice|005|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|005|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,81.94552803039551,1.0,2514.6197016933,1782574.7208343332,9922.099837979058,21026.90016202095,84.77591595046626,2515.96780340453,1762718.736169401,10642.179167755852,1.1264408925545144,-6.766277079402327,3.545997355890518,-2.336697240956531,-0.04828928877396166,0.0,-0.15060291261425052,1.118715371492307,-0.5193439093064911,0.37066602813322636,-0.03688017315670589,-0.1094575900607242,1.155595544649013,-0.04114532255352632,substituting
splice|006|021|NMURBEAN+splice|007|101|EMO4THW+splice|011|034|WESHIGW,3,"['splice|006|021|NMURBEAN', 'splice|007|101|EMO4THW', 'splice|011|034|WESHIGW']",2.0,85.03967571258545,1.0,2516.4656121724015,1782485.221833555,9891.73676307251,21057.263236927494,84.6494248458491,2514.456079505493,1769675.339391794,10495.843952511548,0.7238549442726283,-5.755679983165929,2.953613554976142,-2.1657895567821273,-0.10834545866108547,0.0,-0.1556161225308772,0.8092773312171619,-0.3756927486808448,0.22090655606246123,-0.40585744216450337,-0.10282828687897538,1.2151347733816653,-0.052787835651901815,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|011|033|WESHIGW,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,140.56144165992737,1.0,2516.351639935704,1780301.9734603309,9964.595278386132,20984.404721613864,84.83928884704677,2513.9967502863115,1770217.2814104317,10468.450326262653,0.5696866794715705,-4.813081518020656,2.460163696302642,-1.8450849077642828,-0.12659320458801027,0.0,-0.277908911276592,1.551797522778564,-0.7203946709492093,0.44569653375037266,,,,,
splice|002|034|WESHIGW+splice|005|006|NMURBEAN+splice|011|033|WESHIGW,3,"['splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN', 'splice|011|033|WESHIGW']",2.0,75.50031399726868,1.0,2516.0166812196944,1782662.683997756,9927.340694792802,21021.6593052072,84.8012356263513,2514.4112191201166,1766664.8790660677,10529.798192230463,0.9055370444758903,-5.721453407171573,2.9504458749627593,-1.9863040058811454,-0.11012762465520964,0.0,-0.145675731312378,1.172126314448474,-0.5441389989436662,0.4006433242049523,-0.4533594751433112,0.13832195628052935,1.6254857895917851,-0.28399768759290733,substituting
splice|001|021|PICBETS+splice|005|006|NMURBEAN+splice|008|035|BOASHAN,3,"['splice|001|021|PICBETS', 'splice|005|006|NMURBEAN', 'splice|008|035|BOASHAN']",2.0,91.75715017318726,1.0,2515.7510551541795,1786082.5211190865,9979.638282494818,20969.361717505188,85.1758172318649,2513.6833833930664,1775591.501746808,10444.810381565976,0.5908464509971845,-4.453619377256857,2.268668539101659,-1.6406022607627802,-0.1390423134429497,0.0,0.0458835176273098,1.7051047133569197,-0.7915648342531334,0.8441301896167541,,,,,
splice|001|021|PICBETS+splice|002|034|WESHIGW+splice|005|006|NMURBEAN,3,"['splice|001|021|PICBETS', 'splice|002|034|WESHIGW', 'splice|005|006|NMURBEAN']",2.0,79.4340546131134,1.0,2515.306280244839,1784122.7055115555,9967.516210345992,20981.48378965401,85.0331999108332,2512.1624037450138,1772237.0049820554,10495.350636204108,0.6706608933279012,-5.0292214539010445,2.5806369145665142,-1.8619264596975937,-0.19946618594803844,0.0,-0.06389387600858054,1.5815655045860133,-0.7342139322537244,0.6752780417088156,,,,,
