pattern_id,route_id,direction_id,seq,from_stop,to_stop,metres,run_time_sec,distance_basis,n_trips
efc18da3b0,001,0,0,RIVHOSW,OLE3440S,693.5979239842758,185.0,straight_line,37
efc18da3b0,001,0,1,OLE3440S,OLEUNIS,233.49853827435481,46.0,straight_line,37
efc18da3b0,001,0,2,OLEUNIS,OLERIVS1,333.553546907362,69.0,straight_line,37
efc18da3b0,001,0,3,OLERIVS1,OLEHARS2,412.8077450783187,62.0,straight_line,37
efc18da3b0,001,0,4,OLEHARS2,OLE2825S,240.35454348141164,36.0,straight_line,37
efc18da3b0,001,0,5,OLE2825S,OLEACKS,336.81475087449894,51.0,straight_line,37
efc18da3b0,001,0,6,OLEACKS,OLEARGS,481.0009601695389,73.0,straight_line,37
efc18da3b0,001,0,7,OLEARGS,LANOLEE,564.4300653910697,91.0,straight_line,37
efc18da3b0,001,0,8,LANOLEE,LANTUTE,483.2461200897135,71.0,straight_line,37
efc18da3b0,001,0,9,LANTUTE,LANNEIE,215.4625258858709,36.0,straight_line,37
efc18da3b0,001,0,10,LANNEIE,HIGLANS,461.46021907175697,112.0,straight_line,37
efc18da3b0,001,0,11,HIGLANS,HIG18TS,308.9309238454354,69.0,straight_line,37
efc18da3b0,001,0,12,HIG18TS,HIG15TS,302.4819071829012,68.0,straight_line,37
efc18da3b0,001,0,13,HIG15TS,HIG13TS,235.93424940356624,53.0,straight_line,37
efc18da3b0,001,0,14,HIG13TS,HIGCHIS,247.19899526363827,58.0,straight_line,37
efc18da3b0,001,0,15,HIGCHIS,HIG10TS,246.67802592736882,71.0,straight_line,37
efc18da3b0,001,0,16,HIG10TS,NHIGMCMS,311.2582801890763,90.0,straight_line,37
efc18da3b0,001,0,17,NHIGMCMS,HIGCLAS,221.60960914828175,64.0,straight_line,37
efc18da3b0,001,0,18,HIGCLAS,HIG5THS,250.15888255621456,75.0,straight_line,37
efc18da3b0,001,0,19,HIG5THS,HIG4THS,206.97645163414873,41.0,straight_line,37
efc18da3b0,001,0,20,HIG4THS,NHIW2S,324.0458707137797,65.0,straight_line,37
efc18da3b0,001,0,21,NHIW2S,HIGHUBS,402.91948016078567,81.0,straight_line,37
efc18da3b0,001,0,22,HIGHUBS,HIGRUSS,362.01365404689494,73.0,straight_line,37
efc18da3b0,001,0,23,HIGRUSS,HIGSWANS,235.46148714648928,48.0,straight_line,37
efc18da3b0,001,0,24,HIGSWANS,HIGOHIS,326.54755710034055,65.0,straight_line,37
efc18da3b0,001,0,25,HIGOHIS,HIGNATS,221.8000568659215,47.0,straight_line,37
efc18da3b0,001,0,26,HIGNATS,HIGLONS,343.0784148730788,120.0,straight_line,37
efc18da3b0,001,0,27,HIGLONS,HIGBROS,265.02505756658604,120.0,straight_line,37
efc18da3b0,001,0,28,HIGBROS,HIGSTAS,281.8874662425369,91.0,straight_line,37
efc18da3b0,001,0,29,HIGSTAS,HIGTOWS,245.88871887580058,79.0,straight_line,37
