period,od_index,flow,route,n_attractive_lines,own_headway_min,combined_headway_min,wait_now_min,wait_hyperpath_min,saving_min,flow_weighted_saving
am_peak,16287,0.6183288809511197,023,3,15.0,8.571428571428571,6.75,4.285714285714286,4.928571428571429,3.047478056116233
am_peak,16289,0.3606918472214865,002,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16290,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16291,0.30916444047555985,002,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16292,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16293,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16294,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16295,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16296,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16300,0.2576370337296332,002,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16301,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16301,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16302,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16305,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16305,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16306,0.3606918472214865,002,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16308,0.3606918472214865,002,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16309,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16310,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16311,0.6183288809511197,002,2,30.0,15.0,10.5,6.75,7.5,4.637466607133398
am_peak,16312,0.30916444047555985,002,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16313,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16313,0.15458222023777993,010,2,26.742857142857144,14.399999999999999,9.685714285714287,6.6,6.171428571428574,0.9539931306102994
am_peak,16314,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16315,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16316,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16323,0.3606918472214865,002,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16323,0.3606918472214865,004,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16324,0.566801474205193,002,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,16326,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16327,0.30916444047555985,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,4.5049675612153015
am_peak,16328,0.6183288809511197,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,9.009935122430603
am_peak,16328,0.6183288809511197,001,2,30.0,15.0,10.5,6.75,7.5,4.637466607133398
am_peak,16329,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16329,0.15458222023777993,001,5,30.0,6.0,10.5,3.0,15.0,2.318733303566699
am_peak,16330,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16331,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16332,0.5152740674592664,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,7.508279268692168
am_peak,16333,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16334,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16335,0.566801474205193,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,8.259107195561384
am_peak,16335,0.566801474205193,006,10,14.4,4.044943820224719,6.6,2.0224719101123596,9.15505617977528,5.18909933912799
am_peak,16336,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16337,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16338,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16338,0.15458222023777993,006,2,14.4,9.23076923076923,6.6,4.615384615384615,3.9692307692307693,0.6135725049438034
am_peak,16339,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16340,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16341,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16341,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,16342,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16343,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16345,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16345,0.15458222023777993,101,2,30.0,25.714285714285715,10.5,9.428571428571429,2.1428571428571423,0.3312476147952426
am_peak,16346,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16346,0.2576370337296332,102,2,30.0,25.714285714285715,10.5,9.428571428571429,2.1428571428571423,0.552079357992071
am_peak,16347,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16348,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16349,0.2576370337296332,010,2,28.8,9.6,10.2,4.8,10.799999999999999,2.7824799642800384
am_peak,16350,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16350,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,16351,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16352,0.30916444047555985,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,4.5049675612153015
am_peak,16353,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16353,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,16354,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16354,0.2576370337296332,022,3,31.764705882352942,10.588235294117649,10.941176470588236,5.294117647058824,11.294117647058822,2.9097829691817396
am_peak,16358,0.15458222023777993,010,2,28.8,9.6,10.2,4.8,10.799999999999999,1.669487978568023
am_peak,16359,0.2576370337296332,010,2,28.8,9.6,10.2,4.8,10.799999999999999,2.7824799642800384
am_peak,16360,0.30916444047555985,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,4.5049675612153015
am_peak,16361,0.6698562876970463,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,9.760763049299818
am_peak,16361,0.6698562876970463,004,2,30.0,15.0,10.5,6.75,7.5,5.0239221577278474
am_peak,16362,1.0820755416644594,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,15.767386464253553
am_peak,16366,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16367,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16368,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16369,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16369,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16370,0.6698562876970463,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,9.760763049299818
am_peak,16370,0.6698562876970463,001,2,30.0,15.0,10.5,6.75,7.5,5.0239221577278474
am_peak,16371,0.3606918472214865,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,5.255795488084519
am_peak,16372,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16372,0.15458222023777993,001,6,30.0,6.0,10.5,3.0,15.0,2.318733303566699
am_peak,16373,0.8244385079348262,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,12.01324682990747
am_peak,16374,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16375,0.30916444047555985,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,4.5049675612153015
am_peak,16376,0.721383694442973,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,10.511590976169037
am_peak,16376,0.721383694442973,006,10,14.4,4.044943820224719,6.6,2.0224719101123596,9.15505617977528,6.604308249799262
am_peak,16377,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16378,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16379,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16380,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16380,0.2576370337296332,102,3,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,16380,0.2576370337296332,033,2,60.0,30.0,18.0,10.5,15.0,3.864555505944498
am_peak,16381,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16382,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16382,0.2576370337296332,101,2,30.0,25.714285714285715,10.5,9.428571428571429,2.1428571428571423,0.552079357992071
am_peak,16383,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16383,0.20610962698370655,102,2,30.0,25.714285714285715,10.5,9.428571428571429,2.1428571428571423,0.44166348639365677
am_peak,16384,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16385,0.2576370337296332,010,2,28.8,9.6,10.2,4.8,10.799999999999999,2.7824799642800384
am_peak,16386,0.20610962698370655,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,2.8234342148365417
am_peak,16387,1.288185168648166,010,2,28.8,9.6,10.2,4.8,10.799999999999999,13.912399821400191
am_peak,16388,0.4122192539674131,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,6.006623414953735
am_peak,16388,0.4122192539674131,007,2,30.0,10.0,10.5,5.0,11.0,4.534411793641544
am_peak,16389,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16390,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16390,0.20610962698370655,005,2,60.0,30.0,18.0,10.5,15.0,3.0916444047555984
am_peak,16391,0.566801474205193,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,8.259107195561384
am_peak,16391,0.566801474205193,022,3,31.764705882352942,10.588235294117649,10.941176470588236,5.294117647058824,11.294117647058822,6.401522532199826
am_peak,16392,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16393,0.15458222023777993,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,2.1175756611274066
am_peak,16393,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16394,0.2576370337296332,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.754139634346084
am_peak,16396,0.2576370337296332,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,3.5292927685456776
am_peak,16397,0.15458222023777993,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,2.1175756611274066
am_peak,16398,0.30916444047555985,010,2,28.8,9.6,10.2,4.8,10.799999999999999,3.338975957136046
am_peak,16399,0.2576370337296332,010,2,28.8,9.6,10.2,4.8,10.799999999999999,2.7824799642800384
am_peak,16400,0.2576370337296332,010,2,28.8,9.6,10.2,4.8,10.799999999999999,2.7824799642800384
am_peak,16401,0.15458222023777993,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,2.1175756611274066
am_peak,16401,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16402,0.5152740674592664,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,7.508279268692168
am_peak,16402,0.5152740674592664,004,2,30.0,15.0,10.5,6.75,7.5,3.864555505944498
am_peak,16403,2.1126236765829924,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,30.783945001637893
am_peak,16404,0.15458222023777993,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,2.1175756611274066
am_peak,16405,1.1851303551563128,010,3,26.742857142857144,5.672727272727272,9.685714285714287,2.836363636363636,13.698701298701302,16.234746735310118
am_peak,16407,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16409,0.2576370337296332,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,4.306218992338155
am_peak,16411,0.15458222023777993,022,2,28.235294117647058,21.176470588235293,10.058823529411764,8.294117647058822,3.529411764705884,0.5455843067215764
am_peak,16415,0.15458222023777993,010,2,26.742857142857144,14.399999999999999,9.685714285714287,6.6,6.171428571428574,0.9539931306102994
am_peak,16426,0.20610962698370655,004,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16430,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16431,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16432,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16433,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16434,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16435,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16436,0.7729111011888996,001,2,30.0,15.0,10.5,6.75,7.5,5.796833258916747
am_peak,16437,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16438,0.5152740674592664,001,2,30.0,15.0,10.5,6.75,7.5,3.864555505944498
am_peak,16439,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16441,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16442,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16443,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16444,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16445,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16445,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16446,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16447,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16448,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16449,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16450,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16451,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16452,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16453,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16454,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16455,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16456,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16457,0.7729111011888996,001,2,30.0,15.0,10.5,6.75,7.5,5.796833258916747
am_peak,16458,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16459,0.46374666071333975,001,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16462,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16468,0.20610962698370655,022,2,28.235294117647058,21.176470588235293,10.058823529411764,8.294117647058822,3.529411764705884,0.7274457422954352
am_peak,16484,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16488,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16489,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16489,0.15458222023777993,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,2.5837313954028933
am_peak,16490,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16491,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16492,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16493,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16494,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16495,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16496,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16496,0.20610962698370655,010,4,28.8,4.8,10.2,2.4,15.599999999999998,3.2153101809458215
am_peak,16497,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16498,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16499,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16500,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16501,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16502,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16503,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16504,0.46374666071333975,001,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16505,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16506,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16507,0.9274933214266795,001,2,30.0,15.0,10.5,6.75,7.5,6.9561999107000965
am_peak,16508,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16509,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16510,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16510,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,16511,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16511,0.15458222023777993,022,3,31.764705882352942,10.588235294117649,10.941176470588236,5.294117647058824,11.294117647058822,1.7458697815090438
am_peak,16512,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16513,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16514,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16515,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16516,0.46374666071333975,001,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16516,0.46374666071333975,004,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16517,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16518,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16519,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16520,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16521,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16522,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16523,0.46374666071333975,001,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16524,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16524,0.2576370337296332,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.019137726182278
am_peak,16525,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,16526,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16526,0.20610962698370655,010,2,26.742857142857144,14.399999999999999,9.685714285714287,6.6,6.171428571428574,1.2719908408137324
am_peak,16527,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16528,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16529,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16529,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16530,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16531,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16532,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16533,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16534,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16535,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16536,0.46374666071333975,001,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,16537,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16538,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16540,0.566801474205193,001,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,16541,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16542,0.721383694442973,001,2,30.0,15.0,10.5,6.75,7.5,5.410377708322297
am_peak,16543,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16544,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16545,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16546,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16548,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16550,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16554,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16554,0.3606918472214865,022,3,31.764705882352942,10.588235294117649,10.941176470588236,5.294117647058824,11.294117647058822,4.073696156854435
am_peak,16555,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16556,0.4122192539674131,010,4,28.8,4.8,10.2,2.4,15.599999999999998,6.430620361891643
am_peak,16560,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,16561,0.566801474205193,001,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,16562,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16562,0.15458222023777993,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,2.5837313954028933
am_peak,16563,0.566801474205193,001,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,16564,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16565,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16566,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,16567,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,16568,0.3606918472214865,001,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,16570,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,16571,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16573,0.30916444047555985,001,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,16573,0.30916444047555985,022,3,31.764705882352942,10.588235294117649,10.941176470588236,5.294117647058824,11.294117647058822,3.4917395630180876
am_peak,16574,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16576,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16577,0.2576370337296332,001,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,16578,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,16578,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
