key,kind,gc_change_pct,unserved_change_pct,unreachable_change_pct,headway_scale,veh_hours_at_baseline,modelled_share_pct,veh_hours_freed,seconds,error,description
truncate|012|d3:MCKTRAW,truncate,0.0014455556366810285,-0.05013184662137071,0.0,0.9987934550228459,2514.146238425926,0.0,3.0370949074072087,13.851957559585571,,"truncate route 012 at its start terminal, dropping 3 stops: 18.0% of running time for 4.0% of the demand it uniquely reaches"
reroute|003|rRICGRUE-4THATHN,reroute,0.040377605918728854,-0.048804682293845936,0.0,1.0009574109281814,2519.5933121649045,3.6363636363636362,-2.409978831571152,14.390026807785034,,"reroute route 003 between RICGRUE and 4THATHN onto route 010's alignment, 9 stops reaching 80.7x the uniquely-served demand of the 6 stops it replaces"
straighten|004|d5:FAISOUS,straighten,0.0005868905348149767,-0.03371798582466612,0.0,0.9991408060785911,2515.0205847142634,1.1627906976744187,2.162748619070044,16.060885906219482,,"straighten route 004 between FAIWATS and WEIWATN, removing a 5-stop deviation that runs 4.39x the direct distance for 4.2% of the demand it uniquely reaches"
reroute|009|rRICGRUE-SAIBUCN,reroute,0.020945925248283537,-0.020827134368728295,0.0,1.0001263285802204,2517.5013255299896,1.7543859649122806,-0.31799219665617784,13.845762491226196,,"reroute route 009 between RICGRUE and SAIBUCN onto route 010's alignment, 15 stops reaching 10.3x the uniquely-served demand of the 12 stops it replaces"
straighten|031|d6:KINSTAW,straighten,-0.0009151800590800896,-0.019788186872127245,0.0,0.9984820346348529,2513.362336215609,1.639344262295082,3.820997117724346,13.84691572189331,,"straighten route 031 between GRAKINGN and KINKENE1, removing a 6-stop deviation that runs 3.59x the direct distance for 9.0% of the demand it uniquely reaches"
truncate|032|d7:EASTER6,truncate,-0.01354347700600611,-0.015016898288977565,0.0171772115659774,0.998835140627218,2514.251168734491,0.0,2.932164598842519,12.739729642868042,,"truncate route 032 at its start terminal, dropping 7 stops: 12.9% of running time for 0.0% of the demand it uniquely reaches"
straighten|001|d4:BETPICW,straighten,0.003731628983816293,0.00175213624118431,0.0,0.9991054997324433,2514.9317121681793,1.0101010101010102,2.25162116515412,13.981509923934937,,"straighten route 001 between BETCOAW and PICBETS, removing a 4-stop deviation that runs 3.90x the direct distance for 1.7% of the demand it uniquely reaches"
reroute|012|rMCKCENE-4THLINN,reroute,-0.0003628721187864947,0.01590171856384881,0.0,1.0004602897258146,2518.3419669596606,15.0,-1.1586336263271733,13.905938386917114,,"reroute route 012 between MCKCENE and 4THLINN onto route 010's alignment, 7 stops reaching 6.4x the uniquely-served demand of the 12 stops it replaces"
reroute|004|rINDWALS-SUM15TS,reroute,-0.009940284974641056,0.019621747791509492,0.0,1.0017439199184677,2521.5730994867695,2.1739130434782608,-4.389766153436085,14.789606809616089,,"reroute route 004 between INDWALS and SUM15TS onto route 002's alignment, 13 stops reaching 3.5x the uniquely-served demand of the 12 stops it replaces"
extend|141|a10:BRYPARW,extend,-0.0006728001943123729,0.02384373954129604,0.0,1.0006411682787142,2518.797271438377,6.0606060606060606,-1.6139381050434167,15.936496257781982,,"extend route 141 past its start terminal along route 011's corridor for 10 stops, reaching 291 daily trips' worth of zone flow on a corridor with 38 trips a day today"
reroute|010|rBROWHIE-HIGLONN2,reroute,-0.0008671755191813624,0.026142092932812666,0.0,1.0006249772027307,2518.756515531762,2.051282051282051,-1.5731821984286398,13.858730792999268,,"reroute route 010 between BROWHIE and HIGLONN2 onto route 006's alignment, 24 stops reaching 5.5x the uniquely-served demand of the 12 stops it replaces"
reroute|011|rFROMOUN-LONTALE,reroute,-0.001688613342087919,0.029300802749676613,0.0,1.000699943347628,2518.9452190622615,2.0833333333333335,-1.761885728928064,14.57126235961914,,"reroute route 011 between FROMOUN and LONTALE onto route 010's alignment, 12 stops reaching 10.1x the uniquely-served demand of the 9 stops it replaces"
straighten|021|d8:SULINDE,straighten,-0.009438791687510495,0.03912383526372132,0.0,0.9993040393655773,2515.43147282371,1.9230769230769231,1.7518605096233841,15.527843952178955,,"straighten route 021 between SULMURE and BROMURW, removing a 8-stop deviation that runs 3.09x the direct distance for 9.8% of the demand it uniquely reaches"
extend|024|a10:MORHARS,extend,-0.049913705999615754,0.04063404361405176,0.0,1.0038451375833453,2526.862249572505,2.027027027027027,-9.678916239171485,15.362823486328125,,"extend route 024 past its end terminal along route 032's corridor for 10 stops, reaching 1,411 daily trips' worth of zone flow on a corridor with 40 trips a day today"
reroute|002|rMAICARW-HIGOHIN,reroute,0.03351548311392172,0.041040127407376836,0.0,0.9998580412291083,2516.825997081226,2.1621621621621623,0.35733625210741593,15.291107654571533,,"reroute route 002 between MAICARW and HIGOHIN onto route 010's alignment, 11 stops reaching 5.9x the uniquely-served demand of the 12 stops it replaces"
reroute|006|r3RDTOWS-SULYALW,reroute,-0.018638237093182575,0.04670962389980993,0.0,1.0012585378402934,2520.351303809291,4.081632653061225,-3.1679704759576452,14.66947865486145,,"reroute route 006 between 3RDTOWS and SULYALW onto route 010's alignment, 12 stops reaching 11.3x the uniquely-served demand of the 12 stops it replaces"
extend|009|a10:MORHARS,extend,-0.0023115245230131976,0.06915428280602764,0.0,1.0016727212922834,2521.393879491582,1.2820512820512822,-4.21054615824869,15.141924142837524,,"extend route 009 past its end terminal along route 032's corridor for 10 stops, reaching 1,411 daily trips' worth of zone flow on a corridor with 40 trips a day today"
reroute|023|rSTEOPPN-MOR342N,reroute,-0.0012001107936421285,0.08256306108098688,0.0,1.0022100603295554,2522.746460360553,3.0303030303030303,-5.563127027219707,13.701216697692871,,"reroute route 023 between STEOPPN and MOR342N onto route 007's alignment, 21 stops reaching 4.0x the uniquely-served demand of the 12 stops it replaces"
truncate|009|d14:AGLBRIE,truncate,-0.03789445052446716,0.11100753613026981,0.0,0.9980681680324638,2512.3205581018515,0.0,4.862775231481919,13.559231758117676,,"truncate route 009 at its end terminal, dropping 14 stops: 14.8% of running time for 0.0% of the demand it uniquely reaches"
truncate|031|d15:MOC2315E,truncate,0.015587613394485444,0.118465402030421,0.0,0.9950387735637115,2504.6950168350168,0.0,12.488316498316635,15.499059677124023,,"truncate route 031 at its end terminal, dropping 15 stops: 27.5% of running time for 1.5% of the demand it uniquely reaches"
straighten|034|d10:MOR415S,straighten,0.08930436284380061,0.13039653334789847,0.0,0.9940963743564822,2502.322825257233,2.4691358024691357,14.86050807610036,14.228759765625,,"straighten route 034 between MORMORS and STELSAMS, removing a 10-stop deviation that runs 4.26x the direct distance for 0.0% of the demand it uniquely reaches"
extend|002|a10:MAIMORN1,extend,-0.04832278035555859,0.13698643546309341,0.0,1.0073094414952581,2535.582537641174,0.963855421686747,-18.39920430784059,13.869353771209717,,"extend route 002 past its end terminal along route 011's corridor for 10 stops, reaching 203 daily trips' worth of zone flow on a corridor with 38 trips a day today"
extend|031|a10:MORHARS,extend,-0.004638506213860971,0.13813374247020338,0.0,1.0033220716683473,2525.545596769038,2.112676056338028,-8.36226343570479,12.539369106292725,,"extend route 031 past its end terminal along route 032's corridor for 10 stops, reaching 1,411 daily trips' worth of zone flow on a corridor with 40 trips a day today"
extend|034|a10:MORSANW,extend,-0.004781173628209956,0.14233301835890888,0.0,1.0034037116368304,2525.751099537037,0.0,-8.56776620370374,14.26032018661499,,"extend route 034 past its start terminal along route 011's corridor for 10 stops, reaching 207 daily trips' worth of zone flow on a corridor with 38 trips a day today"
truncate|101|d11:EMO4THW,truncate,-0.17519611319261053,0.16717963965457994,0.0,0.9902548906005942,2492.65310637164,0.0,24.530226961693188,13.467132329940796,,"truncate route 101 at its start terminal, dropping 11 stops: 31.0% of running time for 11.7% of the demand it uniquely reaches"
extend|023|a10:MORHARS,extend,-0.005744584757116922,0.17134065969319767,0.0,1.0041029562727586,2527.5112264805184,1.639344262295082,-10.327893147185023,15.784436225891113,,"extend route 023 past its end terminal along route 032's corridor for 10 stops, reaching 1,411 daily trips' worth of zone flow on a corridor with 40 trips a day today"
extend|102|a10:SPRMOUW,extend,-0.010539221889793726,0.25721348466474225,0.0,1.006398123057442,2533.288582058143,2.962962962962963,-16.105248724809826,15.495228290557861,,"extend route 102 past its end terminal along route 011's corridor for 10 stops, reaching 618 daily trips' worth of zone flow on a corridor with 38 trips a day today"
reroute|007|rGREELDW-SPR4THW,reroute,0.007476997226096849,0.2593328711654408,0.0,1.004253612811653,2527.8904566092815,3.053435114503817,-10.707123275948106,14.51860761642456,,"reroute route 007 between GREELDW and SPR4THW onto route 010's alignment, 18 stops reaching 7.0x the uniquely-served demand of the 12 stops it replaces"
extend|101|a10:BRYOHIW,extend,-0.0589858271971222,0.2610266564261554,0.0,1.0085231291253116,2538.6376119154174,2.2222222222222223,-21.454278582084044,15.082361698150635,,"extend route 101 past its start terminal along route 011's corridor for 10 stops, reaching 317 daily trips' worth of zone flow on a corridor with 38 trips a day today"
straighten|025|d5:CHANCHAW,straighten,-0.2850863622567812,0.34223912011042135,4.586315488119097,0.9986841665396912,2513.871139277603,1.6666666666666667,3.312194055730288,15.502437591552734,,"straighten route 025 between CHANMEIW and BRISCAS, removing a 5-stop deviation that runs 5.10x the direct distance for 9.1% of the demand it uniquely reaches"
reroute|102|rHIGCHAS-MAIHIGE,reroute,-0.026496516983776086,0.38808522644335763,0.0,1.0007509265156176,2519.073553043005,10.144927536231885,-1.8902197096717828,13.200759887695312,,"reroute route 102 between HIGCHAS and MAIHIGE onto route 001's alignment, 22 stops reaching 11.2x the uniquely-served demand of the 12 stops it replaces"
straighten|002|d5:HANMAIN,straighten,-0.2358277895977423,0.42475343107144514,3.163469796736318,0.9990563206211516,2514.8079193288877,1.0101010101010102,2.3754140044457017,14.079041719436646,,"straighten route 002 between MAIOAKE1 and MAIWAGW, removing a 5-stop deviation that runs 3.01x the direct distance for 5.1% of the demand it uniquely reaches"
extend|006|a10:BRYMONE,extend,-0.036132834066016084,0.45510875447589694,0.0,1.011416123738652,2545.919809739542,2.6548672566371683,-28.736476406208567,15.208803415298462,,"extend route 006 past its start terminal along route 011's corridor for 10 stops, reaching 658 daily trips' worth of zone flow on a corridor with 38 trips a day today"
truncate|102|d15:HIGHUDS,truncate,0.06553421355319777,0.7334297606974349,0.0,0.9933590787839818,2500.4669171303935,0.0,16.716416202939854,13.929800271987915,,"truncate route 102 at its end terminal, dropping 15 stops: 34.7% of running time for 7.2% of the demand it uniquely reaches"
straighten|033|d8:HIG522N,straighten,-0.4243048732878174,0.9925680541081228,5.868880618379624,0.9983796094184387,2513.10451316794,2.5316455696202533,4.0788201653936085,14.965999126434326,,"straighten route 033 between HIGFITN and WESHIGW, removing a 8-stop deviation that runs 6.00x the direct distance for 6.7% of the demand it uniquely reaches"
truncate|033|d15:HIGSCHN,truncate,-0.6794296929183763,1.726792128976351,6.040652734039509,0.9964438268393954,2508.2317935230144,0.0,8.951539810318991,14.697286128997803,,"truncate route 033 at its end terminal, dropping 15 stops: 27.5% of running time for 9.6% of the demand it uniquely reaches"
