key,kind,gc_change_pct,unserved_change_pct,unreachable_change_pct,headway_scale,veh_hours_at_baseline,modelled_share_pct,veh_hours_freed,seconds,error,description
splice|001|021|PICBETS,splice,0.0868368584916901,-3.331004628724421,-0.03435442313197701,0.9998086321547264,2516.701625382676,0.6172839506172839,0.4817079506574373,15.19722867012024,,"through-route 001 and 021 at PICBETS, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|005|021|NMURBEAN,splice,0.026931982924227604,-3.0760007551164925,-0.09161179501862016,0.9994715131436455,2515.8530350266333,0.5988023952095808,1.330298306700115,16.518950939178467,,"through-route 005 and 021 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|006|021|NMURBEAN,splice,0.25405107937606086,-2.7826739100563658,-0.04580589750932118,1.0002048369562804,2517.6989455057346,0.970873786407767,-0.5156121724012337,15.941042184829712,,"through-route 006 and 021 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|002|033|WESHIGW,splice,-0.1032352503101408,-2.290921709950555,-0.17177211565989614,1.0001727271948067,2517.618119349316,0.684931506849315,-0.43478601598280875,15.339524030685425,,"through-route 002 and 033 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|002|034|WESHIGW,splice,-0.4261667082788301,-2.17394936477201,-0.017177211565988504,0.9996755632949522,2516.366666666667,0.0,0.816666666666606,15.516175270080566,,"through-route 002 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|005|006|NMURBEAN,splice,-0.37185951771264714,-2.123188309797208,-0.06870884626395402,0.9997701087308541,2516.6046548621625,0.6410256410256411,0.5786784711708606,15.80871319770813,,"through-route 005 and 006 at NMURBEAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|033|034|WESHIGW,splice,0.22728024590705775,-2.0911663867924424,-0.12024048096193063,1.0002218087677353,2517.741666666667,0.0,-0.558333333333394,15.355441808700562,,"through-route 033 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|007|101|EMO4THW,splice,-0.1724333850576465,-1.8492846089967707,-0.05153163469796551,0.9998874403268202,2516.9,0.0,0.283333333333303,14.377768993377686,,"through-route 007 and 101 at EMO4THW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|008|035|BOASHAN,splice,-0.10641885884071778,-1.5821705388879392,-0.028628685943321575,0.9998522587717777,2516.8114415760074,0.7299270072992701,0.37189175732601143,14.033272504806519,,"through-route 008 and 035 at BOASHAN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|002|011|HIGFITN,splice,-0.4802284283107472,-1.4707326747334992,0.0,0.9994915600104451,2515.9034966656277,1.0471204188481675,1.2798366677056947,14.41955828666687,,"through-route 002 and 011 at HIGFITN, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|011|033|WESHIGW,splice,-0.07519973360635701,-1.4569800952052403,-0.06870884626395402,1.0000908527484542,2517.412026357532,0.7194244604316546,-0.2286930241984919,13.715472936630249,,"through-route 011 and 033 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
splice|011|034|WESHIGW,splice,-0.23908718721799005,-1.0979642754075036,-0.017177211565988504,0.9996225940369853,2516.233333333333,0.0,0.9500000000002728,15.557382822036743,,"through-route 011 and 034 at WESHIGW, a stop within 3 stops of both routes' terminals, removing a forced transfer for riders crossing it"
extend|032|a10:HILWESS,extend,0.15492325800532392,-0.3691581659940768,0.0,1.0023972000128079,2523.217525252241,1.25,-6.034191918907709,15.592973709106445,,"extend route 032 past its end terminal along route 021's corridor for 10 stops, reaching 357 daily trips' worth of zone flow on a corridor with 38 trips a day today"
truncate|007|d5:FROBROS,truncate,0.05984067651678693,-0.18624616592347598,0.0,0.9931531587615838,2499.9485786820146,0.0,17.23475465131878,15.775145053863525,,"truncate route 007 at its end terminal, dropping 5 stops: 19.4% of running time for 2.1% of the demand it uniquely reaches"
straighten|102|d3:346HUTCH,straighten,-0.0059772530795254575,-0.17737216740448813,0.0,0.9993331187974023,2515.5046710848424,1.7857142857142858,1.6786622484910367,14.09446096420288,,"straighten route 102 between HUNTPARK and CAMVANW, removing a 3-stop deviation that runs 2.89x the direct distance for 4.7% of the demand it uniquely reaches"
truncate|007|d3:INTSAWW,truncate,0.005576296290477067,-0.1767627484179246,0.0,0.9957694684534996,2506.5343098333437,0.0,10.649023499989653,14.282227993011475,,"truncate route 007 at its start terminal, dropping 3 stops: 15.9% of running time for 0.0% of the demand it uniquely reaches"
straighten|007|d8:ALLOPPE,straighten,0.016015389703216698,-0.1763898222099214,0.0,0.9980052580989831,2512.1622022657934,1.8633540372670807,5.0211310675399545,13.994649410247803,,"straighten route 007 between GOUALLN and 5THRARW, removing a 8-stop deviation that runs 5.76x the direct distance for 7.9% of the demand it uniquely reaches"
truncate|025|d15:SCAALSE,truncate,0.0014659405521699753,-0.16606942134338443,0.22902948754650598,0.9967071144685812,2508.8945367550727,1.7857142857142858,8.288796578260644,14.873029708862305,,"truncate route 025 at its end terminal, dropping 15 stops: 29.0% of running time for 11.7% of the demand it uniquely reaches"
truncate|035|d3:STE418N,truncate,0.003194089196645322,-0.15828788592674448,0.0,0.9957864646475656,2506.5770923697764,0.0,10.606240963556957,15.45569658279419,,"truncate route 035 at its end terminal, dropping 3 stops: 31.6% of running time for 0.0% of the demand it uniquely reaches"
straighten|024|d4:HAMCHEN,straighten,0.023803910625685987,-0.13979189201123177,0.0,0.998316910883702,2512.9466894612747,1.6528925619834711,4.236643872058721,13.605473518371582,,"straighten route 024 between HAMSTON and MORKOHW, removing a 4-stop deviation that runs 3.29x the direct distance for 5.8% of the demand it uniquely reaches"
extend|025|a10:MORSTEE,extend,-0.040620943098945705,-0.12678239640533384,0.0,1.0022021377667027,2522.726517817383,2.6666666666666665,-5.543184484049561,14.110395193099976,,"extend route 025 past its start terminal along route 032's corridor for 10 stops, reaching 1,411 daily trips' worth of zone flow on a corridor with 40 trips a day today"
truncate|023|d8:EASMORE,truncate,-0.0038331464590424247,-0.10731961662368006,0.0,0.9961908728896992,2507.595062056738,0.0,9.588271276595606,15.24167537689209,,"truncate route 023 at its end terminal, dropping 8 stops: 14.0% of running time for 0.0% of the demand it uniquely reaches"
reroute|031|rMOCWOOE-STEMORN1,reroute,-0.01861547892627602,-0.09447626575371793,0.0,1.0010063099907707,2519.716400070269,2.4691358024691357,-2.5330667369357798,14.599002361297607,,"reroute route 031 between MOCWOOE and STEMORN1 onto route 007's alignment, 26 stops reaching 58.2x the uniquely-served demand of the 12 stops it replaces"
straighten|011|d10:RICGRAW,straighten,-0.001308112079145829,-0.07208191603010894,0.0,0.9986816447029713,2513.8647913522423,1.2048192771084338,3.31854198109113,14.181748151779175,,"straighten route 011 between GRATOWS and LONCLEE, removing a 10-stop deviation that runs 4.17x the direct distance for 8.8% of the demand it uniquely reaches"
