lambda,plain_gc_change_pct,wide_gc_change_pct,plain_unserved_change_pct,wide_unserved_change_pct,gc_gap_pct,unserved_gap_pct,material,diff_n_route_periods,diff_n_changed,diff_share_changed,diff_max_abs_change_min,diff_mean_abs_change_min
1.0,-1.2264763400005596,-1.218906876524195,-1.517542478787448,-1.5464129728783416,-0.0076628666853206795,0.02932396366923662,False,173,39,0.2254335260115607,40.0,8.405128205128205
2.0,0.8311158277543251,0.8182975505746315,-6.312180040802417,-6.294167208732393,0.012714236890642994,-0.019222743700653133,False,173,43,0.24855491329479767,38.571428571,7.908590134534885
4.0,1.1730160721329153,1.2305649880876013,-6.74423926221105,-6.746277638324127,-0.056849347784893034,0.002185838872126311,False,173,42,0.24277456647398843,20.0,7.007526881714286
