seed,lambda,n_paths,seconds,gc_change_pct,unserved_change_pct,served_change_pct,gc_per_trip_change_pct,revenue_veh_hours
20260825,2.0,233589,2513.435622692108,0.5353408279807681,-7.035199560532268,3.8061555467321817,-3.150887056287266,2516.666253756886
20260826,2.0,233589,2558.3483848571777,0.47218281054750566,-6.8591879766688235,3.7109304631440354,-3.1228604720188957,2516.22378799796
20260827,2.0,233589,2569.3822865486145,0.606080122573105,-7.105526098157123,3.8442033290246647,-3.118251286681606,2515.7484304439245
