seed,gc_change_pct,unserved_change_pct
20260825,0.45823334445362907,-40.503207972670616
20260826,0.42992727181589974,-40.19638913673694
20260827,0.43921075685775524,-40.32692455141855
20260828,0.46107174942062734,-40.514632136120234
