config,lambda,gc_change_pct,unserved_change_pct,gc_per_trip_change_pct,served_change_pct,revenue_veh_hours,vh_vs_budget_pct,on_pareto_front
A path,0.5,-1.312845825914033,1.5099142840584667,-0.4976396335797717,-0.8192832706000575,2505.3069815542976,-0.4718111558171145,True
A path,1.0,-0.5846430570052075,-0.710822276586287,-0.9666088519927007,0.38569394681904345,2489.3991158470135,-1.103782037581158,True
A path,2.0,1.6960419176908381,-5.7418711570349945,-1.3766223391540322,3.1155536645798287,2475.643025790623,-1.6502694496908665,True
B path+class,0.5,-0.8562020686716187,1.057631272576387,-0.2839582532069951,-0.5738733762795323,2509.115277050079,-0.3205192159194237,True
B path+class,1.0,-0.566136852435406,-1.1196358820598884,-1.166566989557627,0.6075172326137634,2508.125507410281,-0.3598397384531271,True
B path+class,2.0,0.6406817045798707,-5.823904141628566,-2.4422079063311397,3.1600649673898307,2479.0867372169255,-1.5134613205133207,True
C path+class+crowd,0.5,-0.855194215130628,1.057631272576387,-0.2829445824795829,-0.5738733762795323,2509.115277050079,-0.3205192159194237,True
C path+class+crowd,1.0,-0.5595744571821104,-0.9301051421557349,-1.0589077678685332,0.5046773786516301,2510.0629700305244,-0.28287027045343915,True
C path+class+crowd,2.0,0.7130116810739384,-5.832305366395918,-2.376407463042729,3.1646234929810557,2471.8634291361172,-1.800421272343411,True
